ID_cliente,Fecha_contacto,Vendedor,Tipo_cliente,Segmento,Canal_principal,Cantidad_ovas_compradas,Monto_total_gastado,Frecuencia_compras,Ultima_compra,Dias_ultimo_contacto,Llamadas_recibidas,WhatsApp_recibidos,Emails_enviados,Reuniones_agendadas,Tiempo_respuesta_horas,Tasa_respuesta,Contactos_efectivos,Interes_compra,Satisfaccion,Probabilidad_retencion,Recomendaria,Cliente_interesado,Cliente_retenible
C003000,2023-11-11,VEND_020,Distribuidor,Mediano,Teléfono,0,0.0,0,,561,4,0,0,0,8.8,0.97,4,1,3,0.35,5,0,0
C003001,2023-12-19,VEND_022,Criadero,Mediano,WhatsApp,3414,409.68,2,2024-03-19,523,1,5,1,0,3.9,0.72,5,5,3,0.4,5,1,0
C003002,2024-05-12,VEND_007,Criadero,Pequeño,Email,0,0.0,0,,378,1,1,4,0,10.2,0.51,3,2,3,0.36,6,0,0
C003003,2023-12-12,VEND_004,Criadero,Mediano,Teléfono,0,0.0,0,,530,1,1,2,1,7.2,0.72,4,1,2,0.29,4,0,0
C003004,2025-05-18,VEND_001,Criadero,Pequeño,Visita,0,0.0,0,,7,2,0,1,2,4.5,0.47,2,3,2,0.23,4,0,0
C003005,2025-03-18,VEND_026,Criadero,Pequeño,WhatsApp,0,0.0,0,,68,1,8,0,1,1.1,0.49,5,3,3,0.38,6,0,0
C003006,2023-11-02,VEND_019,Criadero,Pequeño,Email,1214,145.68,1,2024-09-29,570,1,0,4,0,11.3,0.26,1,3,5,0.71,8,0,1
C003007,2024-08-12,VEND_004,Distribuidor,Mediano,WhatsApp,0,0.0,0,,286,0,3,1,0,5.0,0.36,1,2,3,0.37,6,0,0
C003008,2023-06-21,VEND_003,Criadero,Pequeño,Email,0,0.0,0,,704,0,2,3,1,12.9,0.34,2,3,1,0.02,0,0,0
C003009,2024-04-17,VEND_012,Criadero,Mediano,WhatsApp,0,0.0,0,,403,0,5,1,0,4.5,0.42,2,3,3,0.36,7,0,0
C003010,2023-09-02,VEND_013,Distribuidor,Pequeño,Visita,1284,154.08,1,2025-02-11,631,0,0,3,4,6.8,0.53,4,5,5,0.67,10,1,1
C003011,2024-10-20,VEND_018,Criadero,Pequeño,WhatsApp,1008,120.96,3,2024-10-27,217,0,3,1,0,6.3,0.75,3,3,5,0.65,10,1,1
C003012,2024-11-26,VEND_016,Criadero,Mediano,WhatsApp,0,0.0,0,,180,1,5,1,0,3.8,0.58,4,3,1,0.07,1,0,0
C003013,2023-07-05,VEND_013,Criadero,Mediano,WhatsApp,4599,551.88,2,2025-03-13,690,0,6,1,1,3.8,0.06,0,3,3,0.39,5,1,0
C003014,2024-06-15,VEND_008,Distribuidor,Grande,WhatsApp,6954,834.48,5,2025-02-12,344,0,4,0,0,2.7,0.61,2,4,4,0.65,6,1,1
C003015,2023-07-09,VEND_009,Distribuidor,Pequeño,Email,1904,228.48,1,2024-02-08,686,0,1,3,1,12.8,0.76,4,5,5,0.54,10,1,0
C003016,2025-02-03,VEND_007,Criadero,Pequeño,Email,1562,187.44,2,2025-03-30,111,1,0,8,0,13.2,0.39,3,3,3,0.38,6,1,0
C003017,2023-09-28,VEND_028,Distribuidor,Pequeño,Teléfono,0,0.0,0,,605,2,1,1,0,7.7,0.7,3,2,2,0.26,3,0,0
C003018,2024-11-19,VEND_024,Distribuidor,Mediano,Visita,0,0.0,0,,187,0,0,1,2,5.1,0.54,2,2,1,0.19,2,0,0
C003019,2024-10-22,VEND_015,Criadero,Mediano,Teléfono,0,0.0,0,,215,3,1,0,0,5.9,0.26,1,2,3,0.42,2,0,0
C003020,2025-05-07,VEND_017,Exportador,Mediano,Teléfono,4757,570.84,6,2025-05-23,18,1,1,2,0,5.7,0.62,2,5,4,0.67,7,1,1
C003021,2023-06-03,VEND_016,Restaurante Gourmet,Pequeño,WhatsApp,1083,129.96,3,2024-09-29,722,0,2,2,0,0.5,0.65,3,4,3,0.49,5,1,0
C003022,2024-06-18,VEND_008,Criadero,Mediano,Teléfono,3537,424.44,7,2024-11-10,341,3,0,1,1,3.1,0.55,3,3,4,0.72,6,1,1
C003023,2024-04-16,VEND_004,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,404,1,2,0,0,9.2,0.49,1,1,1,0.0,3,0,0
C003024,2024-12-04,VEND_008,Distribuidor,Pequeño,WhatsApp,1843,221.16,1,2025-04-02,172,2,8,0,0,3.6,0.46,5,3,5,0.58,10,1,0
C003025,2025-02-21,VEND_015,Restaurante Gourmet,Mediano,Email,0,0.0,0,,93,1,2,2,1,12.2,0.87,5,1,2,0.21,2,0,0
C003026,2023-07-18,VEND_016,Restaurante Gourmet,Grande,Email,0,0.0,0,,677,2,0,5,0,10.5,0.54,4,3,1,0.09,4,0,0
C003027,2025-03-28,VEND_023,Restaurante Gourmet,Grande,Visita,8176,981.12,10,2025-03-31,58,0,1,2,7,5.8,0.78,8,4,5,0.79,6,1,1
C003028,2024-05-06,VEND_011,Criadero,Mediano,Visita,0,0.0,0,,384,0,2,1,3,4.1,0.77,5,1,2,0.21,2,0,0
C003029,2024-04-17,VEND_005,Criadero,Pequeño,WhatsApp,0,0.0,0,,403,1,10,1,0,5.2,0.43,5,3,1,0.08,2,0,0
C003030,2024-06-14,VEND_015,Distribuidor,Mediano,WhatsApp,0,0.0,0,,345,1,2,1,0,2.7,0.42,2,3,1,0.1,3,0,0
C003031,2025-02-09,VEND_022,Restaurante Gourmet,Mediano,WhatsApp,4675,561.0,4,2025-04-12,105,2,6,0,0,0.5,0.58,5,5,5,0.73,10,1,1
C003032,2025-04-15,VEND_002,Distribuidor,Pequeño,Email,0,0.0,0,,40,1,1,7,0,14.9,0.19,2,2,1,0.1,1,0,0
C003033,2024-09-16,VEND_025,Distribuidor,Mediano,WhatsApp,0,0.0,0,,251,0,8,0,0,3.7,0.19,1,3,3,0.4,6,0,0
C003034,2024-05-11,VEND_017,Criadero,Pequeño,WhatsApp,0,0.0,0,,379,2,4,0,0,3.0,0.84,5,1,3,0.28,8,0,0
C003035,2024-07-23,VEND_016,Criadero,Mediano,Teléfono,0,0.0,0,,306,8,1,0,1,2.6,0.23,2,2,1,0.22,1,0,0
C003036,2024-12-26,VEND_011,Criadero,Mediano,Teléfono,4319,518.28,4,2025-04-26,150,2,1,0,0,9.0,0.36,1,3,3,0.33,3,0,0
C003037,2024-03-27,VEND_010,Criadero,Pequeño,Teléfono,0,0.0,0,,424,4,2,1,1,5.2,0.32,3,3,2,0.25,3,0,0
C003038,2023-07-16,VEND_006,Distribuidor,Pequeño,Teléfono,0,0.0,0,,679,2,4,2,1,8.9,0.46,4,1,3,0.55,7,0,0
C003039,2023-09-09,VEND_028,Distribuidor,Pequeño,Email,0,0.0,0,,624,0,2,3,1,13.5,0.19,1,2,1,0.11,3,0,0
C003040,2025-05-18,VEND_006,Criadero,Pequeño,WhatsApp,1692,203.04,2,2025-05-20,7,0,2,2,1,6.4,0.69,3,4,4,0.56,8,1,0
C003041,2024-08-24,VEND_020,Distribuidor,Grande,WhatsApp,0,0.0,0,,274,1,4,2,0,3.7,0.67,5,1,2,0.23,4,0,0
C003042,2024-04-07,VEND_002,Criadero,Mediano,Teléfono,0,0.0,0,,413,1,1,1,1,8.1,0.54,2,3,2,0.24,7,0,0
C003043,2024-05-19,VEND_027,Criadero,Mediano,WhatsApp,0,0.0,0,,371,1,4,0,0,0.5,0.3,2,2,2,0.32,4,0,0
C003044,2025-02-23,VEND_027,Criadero,Pequeño,Email,0,0.0,0,,91,1,2,7,1,11.6,0.44,5,3,2,0.3,4,0,0
C003045,2025-05-19,VEND_029,Distribuidor,Pequeño,Teléfono,1794,215.28,1,2025-05-19,6,3,4,1,0,3.5,0.17,1,5,3,0.33,5,1,0
C003046,2023-05-27,VEND_002,Distribuidor,Pequeño,Teléfono,1777,213.24,1,2025-04-14,729,3,3,1,0,7.0,0.8,6,5,5,0.73,9,1,1
C003047,2023-12-28,VEND_030,Criadero,Pequeño,Teléfono,0,0.0,0,,514,4,3,2,0,5.2,0.11,1,2,2,0.24,8,0,0
C003048,2024-11-10,VEND_016,Criadero,Pequeño,Email,0,0.0,0,,196,4,1,1,0,11.8,0.32,2,1,3,0.34,7,0,0
C003049,2023-07-06,VEND_030,Distribuidor,Mediano,WhatsApp,4915,589.8,5,2023-08-04,689,1,7,3,0,1.9,0.29,3,5,3,0.42,10,1,0
C003050,2024-01-04,VEND_018,Exportador,Pequeño,Teléfono,1471,176.52,3,2024-12-11,507,3,1,2,0,7.9,0.6,4,4,3,0.45,8,1,0
C003051,2024-07-22,VEND_021,Criadero,Pequeño,Teléfono,0,0.0,0,,307,5,1,2,0,4.0,0.25,2,2,3,0.43,6,0,0
C003052,2024-01-14,VEND_008,Distribuidor,Pequeño,Teléfono,1384,166.08,4,2024-06-18,497,5,1,2,0,5.1,0.47,4,5,5,0.7,10,1,1
C003053,2023-09-13,VEND_029,Restaurante Gourmet,Grande,Teléfono,8974,1076.88,7,2025-04-21,620,6,3,0,0,5.8,0.62,6,4,4,0.62,10,1,1
C003054,2024-06-21,VEND_020,Criadero,Pequeño,Visita,0,0.0,0,,338,0,1,0,4,6.1,0.6,3,3,2,0.31,5,0,0
C003055,2023-12-06,VEND_001,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,536,2,7,0,1,3.3,0.66,7,2,2,0.25,3,0,0
C003056,2024-02-20,VEND_021,Criadero,Mediano,WhatsApp,0,0.0,0,,460,2,6,2,0,1.7,0.17,2,2,1,0.06,4,0,0
C003057,2024-10-31,VEND_012,Distribuidor,Pequeño,Teléfono,1746,209.52,1,2025-04-25,206,2,1,0,0,6.8,0.54,2,5,5,0.74,7,1,1
C003058,2024-01-01,VEND_008,Criadero,Pequeño,Teléfono,1981,237.72,1,2024-08-13,510,4,0,2,0,4.8,0.88,5,3,3,0.38,7,1,0
C003059,2024-04-13,VEND_003,Criadero,Pequeño,Visita,1416,169.92,0,2024-08-12,407,1,0,1,0,5.8,0.52,1,4,4,0.54,8,1,0
C003060,2025-01-24,VEND_019,Criadero,Grande,Visita,0,0.0,0,,121,1,5,0,4,2.8,0.64,6,3,1,0.09,3,0,0
C003061,2023-06-10,VEND_025,Criadero,Mediano,Email,0,0.0,0,,715,1,3,3,0,10.9,0.24,2,1,1,0.16,0,0,0
C003062,2023-07-06,VEND_025,Criadero,Grande,Email,0,0.0,0,,689,0,4,2,0,11.5,0.53,3,3,2,0.27,5,0,0
C003063,2023-07-07,VEND_018,Distribuidor,Pequeño,WhatsApp,1826,219.12,2,2023-11-06,688,0,4,1,0,10.0,0.23,1,5,5,0.68,9,1,1
C003064,2023-08-29,VEND_012,Distribuidor,Mediano,WhatsApp,0,0.0,0,,635,1,2,0,0,0.8,0.57,2,2,2,0.18,2,0,0
C003065,2023-11-04,VEND_027,Criadero,Mediano,Teléfono,4646,557.52,2,2024-05-12,568,5,1,3,0,2.4,0.09,1,5,3,0.45,6,1,0
C003066,2025-02-06,VEND_012,Criadero,Mediano,Email,3113,373.56,5,2025-04-27,108,2,0,1,0,9.2,0.25,1,5,4,0.59,9,1,0
C003067,2025-02-23,VEND_007,Exportador,Mediano,Teléfono,4974,596.88,5,2025-03-23,91,2,2,1,0,10.1,0.67,3,3,5,0.75,10,1,1
C003068,2023-06-09,VEND_012,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,716,3,0,3,0,3.7,0.39,2,2,1,0.22,2,0,0
C003069,2024-03-04,VEND_005,Distribuidor,Pequeño,Email,0,0.0,0,,447,2,1,4,0,11.7,0.74,5,2,3,0.29,4,0,0
C003070,2023-10-19,VEND_019,Criadero,Pequeño,WhatsApp,0,0.0,0,,584,2,4,0,0,2.6,0.72,4,3,1,0.18,2,0,0
C003071,2024-07-14,VEND_022,Criadero,Pequeño,Teléfono,0,0.0,0,,315,1,1,2,0,11.0,0.55,2,3,1,0.23,3,0,0
C003072,2023-07-27,VEND_008,Criadero,Pequeño,Teléfono,1639,196.68,3,2024-10-05,668,7,1,1,1,7.2,0.5,5,4,3,0.45,5,1,0
C003073,2023-07-28,VEND_028,Distribuidor,Mediano,Email,3077,369.24,4,2024-01-18,667,1,0,4,0,12.3,0.52,3,4,5,0.75,8,1,1
C003074,2024-10-02,VEND_003,Distribuidor,Mediano,Teléfono,0,0.0,0,,235,5,1,2,0,6.0,0.55,4,1,2,0.22,2,0,0
C003075,2023-06-27,VEND_012,Criadero,Mediano,WhatsApp,4541,544.92,3,2024-12-31,698,2,5,2,0,3.3,0.12,1,4,5,0.61,9,1,1
C003076,2024-07-29,VEND_008,Criadero,Pequeño,WhatsApp,0,0.0,0,,300,3,8,2,0,4.5,0.67,9,3,1,0.11,0,0,0
C003077,2023-05-30,VEND_012,Distribuidor,Grande,Teléfono,0,0.0,0,,726,5,0,2,0,4.2,0.68,5,3,2,0.18,4,0,0
C003078,2025-02-27,VEND_019,Distribuidor,Pequeño,Visita,0,0.0,0,,87,1,0,1,2,7.0,0.39,2,1,1,0.07,3,0,0
C003079,2024-05-02,VEND_017,Criadero,Grande,Teléfono,8090,970.8,6,2025-01-28,388,4,1,1,0,6.0,0.9,5,4,4,0.6,9,1,0
C003080,2024-01-30,VEND_003,Criadero,Pequeño,WhatsApp,0,0.0,0,,481,1,5,0,1,2.3,0.63,4,1,2,0.24,1,0,0
C003081,2024-10-29,VEND_015,Criadero,Mediano,Teléfono,0,0.0,0,,208,6,0,2,1,4.9,0.45,4,2,1,0.17,0,0,0
C003082,2024-11-25,VEND_010,Distribuidor,Mediano,WhatsApp,0,0.0,0,,181,0,8,2,0,1.6,0.17,2,1,1,0.02,2,0,0
C003083,2024-11-12,VEND_017,Criadero,Pequeño,WhatsApp,0,0.0,0,,194,0,0,4,0,0.5,0.81,3,2,2,0.32,3,0,0
C003084,2025-04-09,VEND_021,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,46,1,3,0,1,5.6,0.92,5,2,3,0.23,7,0,0
C003085,2023-08-25,VEND_026,Distribuidor,Mediano,Teléfono,0,0.0,0,,639,6,1,1,0,5.6,0.33,3,2,3,0.39,8,0,0
C003086,2023-07-20,VEND_027,Exportador,Mediano,Teléfono,3949,473.88,5,2023-12-22,675,5,1,1,1,4.8,0.72,6,4,5,0.69,9,1,1
C003087,2024-12-04,VEND_002,Criadero,Pequeño,Teléfono,1017,122.04,1,2025-05-16,172,1,0,2,1,4.8,0.56,2,4,4,0.41,7,1,0
C003088,2024-12-03,VEND_027,Restaurante Gourmet,Mediano,Email,4685,562.2,5,2025-05-19,173,0,0,8,0,10.6,0.24,2,4,5,0.75,7,1,1
C003089,2025-01-19,VEND_005,Criadero,Pequeño,Teléfono,0,0.0,0,,126,2,2,0,1,5.1,0.73,4,3,3,0.35,8,0,0
C003090,2024-07-22,VEND_002,Criadero,Pequeño,Teléfono,0,0.0,0,,307,2,1,0,0,5.6,0.54,2,3,2,0.22,4,0,0
C003091,2024-01-19,VEND_002,Distribuidor,Mediano,Teléfono,4724,566.88,4,2025-04-24,492,3,4,1,1,6.0,0.49,4,4,4,0.54,6,1,0
C003092,2025-03-22,VEND_009,Distribuidor,Grande,WhatsApp,6036,724.32,6,2025-05-14,64,2,1,1,0,5.9,0.53,2,5,5,0.81,9,1,1
C003093,2024-06-27,VEND_016,Restaurante Gourmet,Pequeño,Teléfono,1703,204.36,1,2024-06-28,332,6,3,2,0,5.1,0.23,3,3,3,0.35,7,1,0
C003094,2024-06-28,VEND_017,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,331,2,10,3,2,4.4,0.18,3,3,3,0.36,5,0,0
C003095,2025-02-11,VEND_010,Criadero,Mediano,WhatsApp,3610,433.2,2,2025-05-07,103,2,4,1,0,4.1,0.23,2,3,5,0.73,10,1,1
C003096,2024-11-11,VEND_008,Criadero,Pequeño,Visita,1794,215.28,5,2024-11-18,195,3,1,3,2,6.3,0.27,2,3,4,0.59,5,0,0
C003097,2025-03-11,VEND_026,Criadero,Pequeño,Email,1208,144.96,4,2025-04-18,75,1,1,6,2,15.6,0.76,8,3,4,0.63,9,1,1
C003098,2024-03-16,VEND_007,Restaurante Gourmet,Pequeño,Email,1419,170.28,0,2024-08-09,435,0,2,5,1,10.2,0.25,2,4,5,0.52,10,1,0
C003099,2025-05-10,VEND_021,Distribuidor,Mediano,Email,0,0.0,0,,15,1,0,4,2,12.1,0.67,5,3,3,0.41,5,0,0
C003100,2024-02-01,VEND_014,Criadero,Pequeño,Teléfono,0,0.0,0,,479,2,2,4,1,7.2,0.24,2,2,2,0.22,5,0,0
C003101,2024-12-01,VEND_024,Criadero,Mediano,WhatsApp,4563,547.56,4,2024-12-18,175,3,0,2,2,0.7,0.25,2,5,4,0.72,10,1,1
C003102,2024-12-26,VEND_022,Distribuidor,Pequeño,Email,0,0.0,0,,150,1,1,4,0,12.2,0.42,3,1,2,0.26,7,0,0
C003103,2024-07-04,VEND_019,Criadero,Grande,Visita,0,0.0,0,,325,2,0,1,3,8.0,0.57,3,3,1,0.14,0,0,0
C003104,2024-11-16,VEND_004,Restaurante Gourmet,Mediano,Visita,0,0.0,0,,190,0,2,0,1,3.2,0.32,1,2,3,0.41,7,0,0
C003105,2024-01-09,VEND_013,Criadero,Mediano,Email,0,0.0,0,,502,0,0,3,0,12.5,0.34,1,3,2,0.24,3,0,0
C003106,2025-02-01,VEND_005,Criadero,Pequeño,Teléfono,1929,231.48,3,2025-04-04,113,2,1,1,2,7.9,0.31,2,4,5,0.67,10,1,1
C003107,2023-12-08,VEND_024,Criadero,Pequeño,WhatsApp,0,0.0,0,,534,0,4,1,0,0.5,0.8,4,3,2,0.24,3,0,0
C003108,2023-12-29,VEND_030,Criadero,Mediano,Email,0,0.0,0,,513,0,2,5,0,8.3,0.52,4,3,1,0.17,2,0,0
C003109,2023-05-28,VEND_023,Criadero,Pequeño,Teléfono,1608,192.96,3,2024-09-23,728,1,2,0,1,7.0,0.62,2,3,4,0.56,10,1,0
C003110,2023-12-20,VEND_015,Criadero,Pequeño,Email,0,0.0,0,,522,0,0,6,0,13.9,0.84,5,3,3,0.35,6,0,0
C003111,2023-06-23,VEND_017,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,702,5,1,0,0,6.3,0.29,2,2,3,0.37,5,0,0
C003112,2024-01-25,VEND_014,Criadero,Pequeño,Teléfono,1466,175.92,2,2024-05-14,486,1,1,0,0,5.2,0.8,2,3,4,0.55,9,1,0
C003113,2024-07-12,VEND_002,Criadero,Pequeño,Email,1782,213.84,2,2025-02-11,317,1,1,5,0,13.1,0.55,4,3,3,0.48,4,1,0
C003114,2024-09-18,VEND_007,Criadero,Mediano,WhatsApp,0,0.0,0,,249,0,4,1,0,2.3,0.82,4,1,3,0.37,5,0,0
C003115,2024-12-10,VEND_011,Distribuidor,Mediano,WhatsApp,0,0.0,0,,166,0,4,3,0,4.1,0.42,3,2,2,0.27,5,0,0
C003116,2023-12-29,VEND_014,Criadero,Pequeño,Teléfono,0,0.0,0,,513,0,0,0,0,7.1,0.45,0,1,2,0.17,3,0,0
C003117,2023-07-13,VEND_023,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,682,5,1,0,0,5.7,0.96,6,1,1,0.01,4,0,0
C003118,2023-11-30,VEND_026,Restaurante Gourmet,Mediano,Email,3594,431.28,6,2024-06-22,542,1,0,9,0,15.9,0.38,4,4,4,0.57,9,1,0
C003119,2024-11-14,VEND_011,Criadero,Grande,Teléfono,0,0.0,0,,192,3,0,3,0,1.0,0.8,5,2,2,0.3,3,0,0
C003120,2024-03-09,VEND_018,Criadero,Pequeño,Teléfono,0,0.0,0,,442,2,0,1,1,5.7,0.32,1,1,1,0.09,4,0,0
C003121,2024-03-28,VEND_021,Exportador,Pequeño,WhatsApp,0,0.0,0,,423,1,2,3,1,2.9,0.47,3,1,2,0.24,4,0,0
C003122,2025-02-25,VEND_016,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,89,3,1,0,0,5.5,0.57,2,3,1,0.14,4,0,0
C003123,2024-10-17,VEND_023,Criadero,Pequeño,Teléfono,1146,137.52,2,2025-01-31,220,3,1,3,1,6.4,0.32,3,4,5,0.56,6,1,0
C003124,2024-03-05,VEND_025,Distribuidor,Pequeño,Visita,0,0.0,0,,446,2,0,1,1,3.6,0.15,1,1,3,0.4,6,0,0
C003125,2024-04-13,VEND_012,Criadero,Mediano,WhatsApp,0,0.0,0,,407,1,8,0,0,5.4,0.56,5,1,1,0.01,1,0,0
C003126,2025-02-04,VEND_005,Distribuidor,Mediano,Email,4120,494.4,4,2025-04-18,110,1,4,7,0,12.2,0.42,5,3,3,0.48,5,1,0
C003127,2024-03-18,VEND_002,Restaurante Gourmet,Mediano,Email,0,0.0,0,,433,1,0,3,2,12.9,0.68,4,1,3,0.38,3,0,0
C003128,2023-08-12,VEND_018,Criadero,Mediano,Teléfono,0,0.0,0,,652,3,0,0,0,5.9,0.31,1,2,2,0.22,2,0,0
C003129,2025-04-26,VEND_029,Criadero,Mediano,WhatsApp,0,0.0,0,,29,0,7,3,0,1.8,0.11,1,3,3,0.28,5,0,0
C003130,2024-09-17,VEND_028,Criadero,Pequeño,WhatsApp,0,0.0,0,,250,0,1,0,0,0.7,0.42,0,2,2,0.34,3,0,0
C003131,2024-01-16,VEND_012,Criadero,Mediano,WhatsApp,3198,383.76,1,2024-04-02,495,0,4,1,1,3.1,0.13,1,4,3,0.48,5,1,0
C003132,2023-07-02,VEND_027,Criadero,Pequeño,Teléfono,1259,151.08,1,2023-09-22,693,1,1,0,0,6.1,0.15,0,3,5,0.65,10,0,1
C003133,2024-09-13,VEND_027,Criadero,Pequeño,WhatsApp,1708,204.96,2,2025-01-06,254,2,6,1,1,6.3,0.62,6,4,5,0.56,10,1,0
C003134,2024-09-21,VEND_015,Distribuidor,Pequeño,Teléfono,1325,159.0,3,2025-01-08,246,4,1,0,0,7.2,0.68,3,3,4,0.48,7,1,0
C003135,2025-02-13,VEND_016,Restaurante Gourmet,Pequeño,Teléfono,1813,217.56,3,2025-04-14,101,4,1,0,1,6.8,0.68,4,3,5,0.64,9,1,1
C003136,2024-08-06,VEND_014,Distribuidor,Pequeño,Email,1423,170.76,2,2024-10-20,292,0,0,0,1,15.4,0.77,1,5,5,0.71,8,1,1
C003137,2024-04-12,VEND_009,Exportador,Grande,Email,0,0.0,0,,408,0,0,5,1,13.0,0.29,2,3,3,0.39,6,0,0
C003138,2023-07-21,VEND_001,Distribuidor,Mediano,WhatsApp,0,0.0,0,,674,1,4,0,0,3.1,0.24,1,2,1,0.13,1,0,0
C003139,2023-07-10,VEND_008,Criadero,Grande,WhatsApp,9750,1170.0,14,2024-09-19,685,1,2,3,0,7.7,0.48,3,3,5,0.99,9,1,1
C003140,2023-10-10,VEND_014,Criadero,Pequeño,Teléfono,0,0.0,0,,593,4,2,0,0,8.2,0.43,3,2,1,0.08,0,0,0
C003141,2024-08-26,VEND_005,Distribuidor,Grande,Email,0,0.0,0,,272,2,0,2,0,12.8,0.44,2,3,2,0.28,3,0,0
C003142,2023-09-15,VEND_021,Criadero,Pequeño,Teléfono,0,0.0,0,,618,4,4,1,1,4.2,0.52,5,3,2,0.24,5,0,0
C003143,2023-09-13,VEND_001,Criadero,Mediano,Teléfono,3253,390.36,3,2024-01-26,620,1,1,0,0,4.9,0.17,0,5,3,0.44,7,1,0
C003144,2025-01-04,VEND_015,Restaurante Gourmet,Pequeño,Teléfono,1860,223.2,3,2025-04-03,141,5,0,0,1,8.6,0.53,3,3,3,0.38,5,1,0
C003145,2023-12-16,VEND_013,Restaurante Gourmet,Mediano,Teléfono,4199,503.88,2,2024-10-06,526,2,2,1,0,4.6,0.68,3,4,5,0.74,10,1,1
C003146,2024-02-20,VEND_011,Criadero,Mediano,Teléfono,0,0.0,0,,460,1,0,0,0,3.9,0.7,1,1,3,0.31,6,0,0
C003147,2025-01-14,VEND_027,Criadero,Grande,Email,0,0.0,0,,131,2,1,3,0,12.6,0.48,3,3,2,0.3,5,0,0
C003148,2024-03-23,VEND_003,Criadero,Pequeño,Teléfono,0,0.0,0,,428,4,0,1,1,6.7,0.91,5,2,2,0.32,5,0,0
C003149,2024-12-29,VEND_008,Criadero,Grande,Teléfono,0,0.0,0,,147,3,0,0,0,6.4,0.5,2,1,2,0.19,3,0,0
C003150,2025-01-31,VEND_002,Criadero,Pequeño,Teléfono,1418,170.16,1,2025-02-24,114,2,0,0,1,4.3,0.37,1,3,5,0.71,10,1,1
C003151,2024-09-02,VEND_007,Distribuidor,Pequeño,Email,0,0.0,0,,265,1,0,1,0,11.3,0.52,1,2,2,0.29,5,0,0
C003152,2023-07-31,VEND_022,Criadero,Mediano,Teléfono,3494,419.28,2,2024-03-26,664,2,0,1,0,6.9,0.57,2,5,3,0.45,7,1,0
C003153,2023-08-21,VEND_019,Criadero,Pequeño,Email,0,0.0,0,,643,0,0,8,1,12.0,0.05,0,1,1,0.06,3,0,0
C003154,2025-02-28,VEND_022,Criadero,Pequeño,Teléfono,0,0.0,0,,86,1,0,1,0,4.1,0.45,1,1,1,0.03,5,0,0
C003155,2024-05-03,VEND_004,Criadero,Mediano,WhatsApp,3993,479.16,3,2025-04-24,387,0,4,2,1,3.1,0.52,4,4,4,0.53,7,1,0
C003156,2023-12-22,VEND_004,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,520,2,1,1,0,9.8,0.56,2,2,3,0.31,7,0,0
C003157,2024-11-22,VEND_006,Distribuidor,Mediano,WhatsApp,4698,563.76,7,2025-01-09,184,1,5,2,0,5.9,0.11,1,5,4,0.67,10,1,1
C003158,2023-09-17,VEND_029,Distribuidor,Pequeño,Email,0,0.0,0,,616,1,3,4,0,12.9,0.78,6,1,2,0.24,5,0,0
C003159,2025-04-27,VEND_004,Criadero,Pequeño,Visita,0,0.0,0,,28,3,0,1,4,6.9,0.68,5,1,2,0.31,3,0,0
C003160,2024-07-16,VEND_006,Criadero,Mediano,Teléfono,3520,422.4,4,2024-12-29,313,5,0,2,1,5.2,0.39,3,5,3,0.5,4,1,0
C003161,2025-02-26,VEND_027,Criadero,Pequeño,Teléfono,1922,230.64,2,2025-03-31,88,1,0,1,0,5.0,0.28,1,3,3,0.4,5,0,0
C003162,2024-04-23,VEND_010,Criadero,Pequeño,WhatsApp,0,0.0,0,,397,3,6,0,0,4.2,0.35,3,3,1,0.16,3,0,0
C003163,2024-03-22,VEND_002,Criadero,Grande,WhatsApp,0,0.0,0,,429,0,3,2,0,4.3,0.69,3,1,1,0.06,3,0,0
C003164,2024-04-25,VEND_010,Exportador,Mediano,WhatsApp,3194,383.28,6,2024-09-18,395,0,4,1,1,5.1,0.5,3,5,5,0.81,8,1,1
C003165,2024-02-07,VEND_018,Criadero,Grande,Email,0,0.0,0,,473,1,1,1,1,13.7,0.79,3,1,2,0.2,5,0,0
C003166,2023-06-20,VEND_012,Restaurante Gourmet,Pequeño,Email,0,0.0,0,,705,1,1,8,2,11.0,0.12,1,2,1,0.09,0,0,0
C003167,2025-01-11,VEND_003,Restaurante Gourmet,Grande,Teléfono,0,0.0,0,,134,3,0,1,1,7.9,0.3,1,3,3,0.3,8,0,0
C003168,2024-06-14,VEND_012,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,345,0,5,0,1,5.9,0.32,2,2,1,0.15,1,0,0
C003169,2024-11-19,VEND_026,Criadero,Mediano,WhatsApp,4601,552.12,3,2025-05-14,187,1,6,1,0,6.3,0.51,4,5,5,0.62,10,1,1
C003170,2025-01-21,VEND_025,Distribuidor,Pequeño,WhatsApp,1939,232.68,0,2025-05-21,124,0,3,0,0,0.5,0.19,1,4,3,0.34,8,1,0
